Date,Rater,Correct_Answer_3_Label,Correct_Answer_5_Label,Rater_Answer_3_Label,Rater_Answer_5_Label,Label_Agreement_3,Label_Agreement_5,TaskID
10/1/05,E,Low,Okay,Average,Bad,no,no,4628,
10/30/05,D,Low,Bad,Low,Intermediate,yes,no,4629,
10/9/05,C,Low,Bad,Average,Great,no,no,4630,
10/25/05,A,Low,Great,Average,Exceptional,no,no,4631,
10/5/05,A,Low,Great,High,Great,no,yes,4632,
10/11/05,D,Average,Exceptional,High,Exceptional,no,yes,4633,
10/4/05,D,Low,Intermediate,Average,Exceptional,no,no,4634,
10/4/05,A,Low,Okay,Low,Okay,yes,yes,4635,
10/18/05,B,Average,Intermediate,Low,Intermediate,no,yes,4636,
10/16/05,D,Low,Okay,Low,Exceptional,yes,no,4637,
10/21/05,A,High,Exceptional,High,Bad,yes,no,4638,
10/13/05,B,High,Great,High,Great,yes,yes,4639,
10/6/05,C,High,Intermediate,Low,Okay,no,no,4640,
10/7/05,B,Low,Bad,Average,Exceptional,no,no,4641,
10/21/05,E,Average,Intermediate,High,Intermediate,no,yes,4642,
10/29/05,C,High,Bad,Average,Exceptional,no,no,4643,
10/27/05,A,Low,Intermediate,High,Intermediate,no,yes,4644,
10/21/05,A,High,Exceptional,High,Okay,yes,no,4645,
10/25/05,A,High,Exceptional,Low,Okay,no,no,4646,
10/19/05,C,Average,Bad,Low,Exceptional,no,no,4647,
10/3/05,A,High,Intermediate,High,Intermediate,yes,yes,4648,
10/3/05,C,Low,Exceptional,High,Intermediate,no,no,4649,
10/25/05,E,High,Great,High,Great,yes,yes,4650,
10/13/05,E,Average,Great,High,Great,no,yes,4651,
10/13/05,C,Low,Intermediate,Average,Intermediate,no,yes,4652,
10/18/05,C,Average,Great,Low,Bad,no,no,4653,
10/18/05,A,Low,Intermediate,High,Bad,no,no,4654,
10/28/05,A,Average,Exceptional,Average,Bad,yes,no,4655,
10/23/05,A,Low,Great,Average,Okay,no,no,4656,
10/28/05,D,Average,Exceptional,Low,Great,no,no,4657,
10/15/05,D,High,Bad,Average,Bad,no,yes,4658,
10/21/05,B,Average,Bad,Average,Exceptional,yes,no,4659,
10/26/05,A,High,Bad,High,Intermediate,yes,no,4660,
10/3/05,B,Low,Exceptional,Low,Okay,yes,no,4661,
10/27/05,B,High,Bad,Average,Exceptional,no,no,4662,
10/18/05,A,High,Bad,Low,Bad,no,yes,4663,
10/30/05,B,Low,Intermediate,Average,Okay,no,no,4664,
10/2/05,B,Average,Okay,Average,Great,yes,no,4665,
10/17/05,A,Average,Great,Low,Bad,no,no,4666,
10/26/05,B,Average,Bad,Average,Bad,yes,yes,4667,
10/10/05,D,Low,Bad,Average,Bad,no,yes,4668,
10/26/05,B,Low,Bad,Average,Exceptional,no,no,4669,
10/25/05,C,Average,Intermediate,Low,Bad,no,no,4670,
10/23/05,D,Low,Intermediate,High,Great,no,no,4671,
10/8/05,D,Low,Intermediate,Average,Bad,no,no,4672,
10/19/05,D,Low,Okay,Average,Great,no,no,4673,
10/25/05,B,Average,Okay,High,Bad,no,no,4674,
10/10/05,A,Average,Intermediate,Average,Great,yes,no,4675,
10/6/05,B,Average,Intermediate,Average,Okay,yes,no,4676,
10/13/05,C,High,Bad,Low,Great,no,no,4677,
10/7/05,A,Low,Great,Low,Intermediate,yes,no,4678,
10/5/05,B,Low,Great,High,Bad,no,no,4679,
10/27/05,B,High,Intermediate,Low,Great,no,no,4680,
10/8/05,C,Low,Bad,Average,Bad,no,yes,4681,
10/30/05,E,Average,Intermediate,Average,Bad,yes,no,4682,
10/20/05,E,Low,Bad,High,Exceptional,no,no,4683,
10/21/05,C,Low,Okay,Low,Okay,yes,yes,4684,
10/12/05,E,High,Intermediate,Low,Great,no,no,4685,
10/12/05,B,Average,Bad,Average,Exceptional,yes,no,4686,
10/5/05,C,Low,Intermediate,Average,Great,no,no,4687,
10/6/05,E,Low,Bad,Low,Exceptional,yes,no,4688,
10/23/05,D,Low,Okay,Average,Okay,no,yes,4689,
10/29/05,E,Low,Intermediate,Low,Intermediate,yes,yes,4690,
10/19/05,D,Low,Exceptional,Low,Okay,yes,no,4691,
10/3/05,C,Low,Exceptional,High,Exceptional,no,yes,4692,
10/8/05,C,High,Okay,High,Intermediate,yes,no,4693,
10/15/05,B,Average,Intermediate,High,Intermediate,no,yes,4694,
10/22/05,E,High,Bad,High,Bad,yes,yes,4695,
10/3/05,E,Average,Okay,High,Intermediate,no,no,4696,
10/24/05,D,Average,Bad,High,Great,no,no,4697,
10/14/05,A,Low,Okay,High,Exceptional,no,no,4698,
10/29/05,E,Low,Exceptional,High,Bad,no,no,4699,
10/14/05,D,Average,Intermediate,Low,Intermediate,no,yes,4700,
10/2/05,A,Low,Exceptional,High,Okay,no,no,4701,
10/21/05,D,Low,Bad,High,Great,no,no,4702,
10/28/05,B,Average,Intermediate,Low,Great,no,no,4703,
10/1/05,B,High,Exceptional,Low,Great,no,no,4704,
10/7/05,E,High,Okay,Low,Exceptional,no,no,4705,
10/22/05,C,Low,Exceptional,High,Okay,no,no,4706,
10/4/05,C,Low,Okay,Low,Bad,yes,no,4707,
10/18/05,E,High,Great,Low,Bad,no,no,4708,
10/21/05,B,Low,Bad,High,Great,no,no,4709,
10/10/05,B,High,Bad,High,Exceptional,yes,no,4710,
10/26/05,A,Low,Okay,Average,Intermediate,no,no,4711,
10/12/05,B,Low,Exceptional,Average,Okay,no,no,4712,
10/25/05,C,Low,Bad,High,Great,no,no,4713,
10/23/05,C,High,Bad,Low,Great,no,no,4714,
10/23/05,C,Average,Exceptional,High,Exceptional,no,yes,4715,
10/13/05,C,Average,Exceptional,Low,Bad,no,no,4716,
10/27/05,D,Low,Exceptional,High,Bad,no,no,4717,
10/25/05,C,Average,Okay,Low,Okay,no,yes,4718,
10/16/05,C,High,Okay,Low,Okay,no,yes,4719,
10/25/05,E,High,Okay,Low,Bad,no,no,4720,
10/1/05,D,Average,Exceptional,Average,Okay,yes,no,4721,
10/21/05,A,High,Exceptional,Low,Exceptional,no,yes,4722,
10/2/05,C,High,Bad,Low,Okay,no,no,4723,
10/20/05,A,High,Intermediate,High,Bad,yes,no,4724,
10/11/05,C,High,Great,Low,Okay,no,no,4725,
10/26/05,C,Average,Intermediate,Low,Great,no,no,4726,
10/14/05,D,Average,Bad,Low,Okay,no,no,4727,
10/17/05,D,High,Okay,High,Great,yes,no,4728,
10/20/05,E,Low,Bad,High,Exceptional,no,no,4729,
10/5/05,B,Average,Bad,Low,Intermediate,no,no,4730,
10/12/05,B,Average,Great,Low,Intermediate,no,no,4731,
10/24/05,E,Average,Great,Low,Bad,no,no,4732,
10/1/05,B,High,Bad,High,Intermediate,yes,no,4733,
10/6/05,C,High,Intermediate,High,Great,yes,no,4734,
10/17/05,B,Average,Bad,Low,Okay,no,no,4735,
10/26/05,E,High,Okay,High,Intermediate,yes,no,4736,
10/26/05,B,High,Bad,Low,Okay,no,no,4737,
10/1/05,E,Low,Bad,High,Intermediate,no,no,4738,
10/10/05,C,Average,Okay,Average,Exceptional,yes,no,4739,
10/17/05,D,Average,Great,High,Great,no,yes,4740,
10/1/05,D,Low,Bad,High,Great,no,no,4741,
10/9/05,A,Low,Great,High,Bad,no,no,4742,
10/1/05,E,Average,Great,High,Bad,no,no,4743,
10/23/05,A,Low,Exceptional,Average,Okay,no,no,4744,
10/18/05,E,High,Great,Average,Great,no,yes,4745,
10/7/05,E,High,Okay,Low,Intermediate,no,no,4746,
10/26/05,D,Low,Exceptional,Average,Exceptional,no,yes,4747,
10/16/05,E,Average,Intermediate,Average,Great,yes,no,4748,
10/23/05,E,Average,Exceptional,High,Intermediate,no,no,4749,
10/11/05,D,Low,Intermediate,High,Exceptional,no,no,4750,
10/9/05,E,Average,Great,High,Exceptional,no,no,4751,
10/1/05,B,Low,Great,High,Okay,no,no,4752,
10/17/05,D,Average,Exceptional,Average,Exceptional,yes,yes,4753,
10/30/05,E,High,Intermediate,Low,Bad,no,no,4754,
10/25/05,A,Low,Okay,High,Okay,no,yes,4755,
10/27/05,C,Low,Great,Average,Bad,no,no,4756,
10/13/05,B,High,Great,Low,Okay,no,no,4757,
10/22/05,A,High,Bad,Low,Bad,no,yes,4758,
10/25/05,E,Low,Great,High,Intermediate,no,no,4759,
10/10/05,D,Low,Exceptional,High,Intermediate,no,no,4760,
10/12/05,C,Average,Great,Average,Intermediate,yes,no,4761,
10/22/05,A,High,Intermediate,High,Intermediate,yes,yes,4762,
10/18/05,D,Low,Okay,High,Great,no,no,4763,
10/14/05,B,High,Bad,Average,Intermediate,no,no,4764,
10/8/05,A,High,Intermediate,Low,Bad,no,no,4765,
10/7/05,E,Average,Great,High,Okay,no,no,4766,
10/10/05,D,High,Great,Low,Bad,no,no,4767,
10/13/05,E,High,Intermediate,Average,Great,no,no,4768,
10/21/05,E,High,Bad,Average,Bad,no,yes,4769,
10/6/05,D,Average,Exceptional,High,Great,no,no,4770,
10/20/05,D,High,Bad,High,Great,yes,no,4771,
10/21/05,C,Average,Great,Average,Bad,yes,no,4772,
10/28/05,C,Average,Okay,Low,Okay,no,yes,4773,
10/2/05,C,High,Great,Average,Okay,no,no,4774,
10/15/05,E,Average,Bad,Low,Exceptional,no,no,4775,
10/6/05,C,Low,Exceptional,Average,Exceptional,no,yes,4776,
10/21/05,B,Low,Great,Average,Exceptional,no,no,4777,
10/30/05,E,Average,Intermediate,Low,Intermediate,no,yes,4778,
10/3/05,D,High,Intermediate,High,Intermediate,yes,yes,4779,
10/21/05,D,Low,Intermediate,Low,Exceptional,yes,no,4780,
10/12/05,A,Average,Intermediate,High,Great,no,no,4781,
10/14/05,C,High,Intermediate,Average,Bad,no,no,4782,
10/7/05,C,High,Great,Average,Bad,no,no,4783,
10/26/05,C,Low,Okay,Low,Great,yes,no,4784,
10/2/05,A,Average,Exceptional,Low,Great,no,no,4785,
10/2/05,E,Low,Exceptional,High,Okay,no,no,4786,
10/23/05,B,High,Okay,High,Great,yes,no,4787,
10/1/05,D,Low,Great,Low,Intermediate,yes,no,4788,
10/20/05,A,Average,Exceptional,Average,Great,yes,no,4789,
10/13/05,E,Average,Great,Low,Bad,no,no,4790,
10/8/05,E,High,Okay,Average,Exceptional,no,no,4791,
10/24/05,C,Average,Bad,High,Exceptional,no,no,4792,
10/24/05,E,Low,Bad,Low,Intermediate,yes,no,4793,
10/13/05,E,High,Great,Average,Intermediate,no,no,4794,
10/27/05,E,Low,Bad,Low,Intermediate,yes,no,4795,
10/23/05,C,High,Great,Average,Okay,no,no,4796,
10/11/05,C,Average,Bad,High,Bad,no,yes,4797,
10/28/05,A,Low,Intermediate,High,Exceptional,no,no,4798,
10/4/05,D,High,Okay,High,Exceptional,yes,no,4799,
10/27/05,E,High,Okay,Average,Okay,no,yes,4800,
10/30/05,E,Average,Intermediate,High,Bad,no,no,4801,
10/30/05,C,Low,Great,High,Intermediate,no,no,4802,
10/27/05,D,Average,Okay,Average,Bad,yes,no,4803,
10/5/05,D,Average,Great,High,Intermediate,no,no,4804,
10/17/05,E,Low,Great,Average,Okay,no,no,4805,
10/28/05,A,High,Bad,High,Intermediate,yes,no,4806,
10/30/05,C,Average,Okay,Average,Okay,yes,yes,4807,
10/9/05,C,Average,Intermediate,Average,Bad,yes,no,4808,
10/15/05,B,Low,Okay,High,Great,no,no,4809,
10/9/05,D,Average,Great,High,Okay,no,no,4810,
10/7/05,E,Average,Okay,High,Intermediate,no,no,4811,
10/13/05,D,High,Bad,High,Bad,yes,yes,4812,
10/16/05,E,Average,Okay,High,Bad,no,no,4813,
10/1/05,E,Low,Great,High,Intermediate,no,no,4814,
10/16/05,E,Average,Okay,High,Exceptional,no,no,4815,
10/9/05,D,Low,Great,Average,Intermediate,no,no,4816,
10/12/05,C,Average,Great,High,Intermediate,no,no,4817,
10/14/05,B,Low,Great,High,Bad,no,no,4818,
10/11/05,C,Average,Intermediate,High,Okay,no,no,4819,
10/2/05,B,High,Great,Low,Okay,no,no,4820,
10/5/05,C,Average,Bad,Low,Okay,no,no,4821,
10/22/05,B,High,Bad,Average,Exceptional,no,no,4822,
10/19/05,D,High,Intermediate,Average,Okay,no,no,4823,
10/25/05,D,Low,Exceptional,Low,Okay,yes,no,4824,
10/4/05,A,Average,Intermediate,High,Great,no,no,4825,
10/20/05,E,Average,Bad,High,Bad,no,yes,4826,
10/3/05,D,Average,Great,Average,Exceptional,yes,no,4827,
10/1/05,B,Low,Bad,Average,Bad,no,yes,4828,
10/4/05,B,Low,Intermediate,Low,Bad,yes,no,4829,
10/29/05,E,Low,Great,Average,Great,no,yes,4830,
10/9/05,A,Low,Intermediate,Low,Intermediate,yes,yes,4831,
10/12/05,C,Average,Exceptional,High,Great,no,no,4832,
10/8/05,E,High,Exceptional,Average,Bad,no,no,4833,
10/30/05,D,High,Bad,Low,Great,no,no,4834,
10/10/05,A,Average,Intermediate,Low,Great,no,no,4835,
10/1/05,A,Low,Bad,High,Intermediate,no,no,4836,
10/28/05,D,Low,Exceptional,Low,Bad,yes,no,4837,
10/20/05,B,High,Bad,High,Okay,yes,no,4838,
10/29/05,C,Average,Okay,High,Okay,no,yes,4839,
10/18/05,D,High,Exceptional,Average,Exceptional,no,yes,4840,
10/30/05,B,Average,Exceptional,High,Great,no,no,4841,
10/3/05,A,Low,Exceptional,Average,Exceptional,no,yes,4842,
10/30/05,E,Average,Bad,Average,Okay,yes,no,4843,
10/27/05,E,High,Okay,Low,Exceptional,no,no,4844,
10/19/05,E,Average,Intermediate,Low,Exceptional,no,no,4845,
10/6/05,C,Low,Okay,High,Bad,no,no,4846,
10/19/05,A,High,Great,Low,Bad,no,no,4847,
10/16/05,B,Average,Intermediate,High,Okay,no,no,4848,
10/3/05,B,High,Intermediate,Average,Intermediate,no,yes,4849,
10/24/05,C,High,Okay,Average,Bad,no,no,4850,
10/22/05,D,Average,Okay,High,Great,no,no,4851,
10/23/05,C,High,Great,Average,Intermediate,no,no,4852,
10/1/05,C,High,Exceptional,Average,Bad,no,no,4853,
10/21/05,E,Low,Intermediate,Average,Great,no,no,4854,
10/1/05,A,High,Bad,High,Exceptional,yes,no,4855,
10/11/05,B,Average,Exceptional,Low,Bad,no,no,4856,
10/10/05,B,High,Great,High,Intermediate,yes,no,4857,
10/18/05,C,Low,Intermediate,Low,Great,yes,no,4858,
10/2/05,C,High,Great,High,Bad,yes,no,4859,
10/19/05,D,Low,Okay,Low,Okay,yes,yes,4860,
10/26/05,A,Low,Exceptional,Average,Okay,no,no,4861,
10/15/05,E,High,Intermediate,Average,Bad,no,no,4862,
10/29/05,E,Average,Bad,High,Exceptional,no,no,4863,
10/4/05,D,Average,Bad,High,Great,no,no,4864,
10/6/05,D,High,Great,Average,Exceptional,no,no,4865,
10/8/05,C,High,Exceptional,Average,Exceptional,no,yes,4866,
10/23/05,D,Average,Okay,High,Bad,no,no,4867,
10/26/05,D,High,Okay,High,Bad,yes,no,4868,
10/19/05,E,Average,Bad,Low,Great,no,no,4869,
10/27/05,C,High,Okay,Low,Intermediate,no,no,4870,
10/16/05,C,Low,Exceptional,Average,Bad,no,no,4871,
10/9/05,B,Average,Bad,Low,Bad,no,yes,4872,
10/9/05,B,Low,Okay,High,Great,no,no,4873,
10/2/05,C,Average,Exceptional,Average,Exceptional,yes,yes,4874,
10/25/05,A,High,Intermediate,High,Exceptional,yes,no,4875,
10/2/05,A,Average,Okay,Average,Intermediate,yes,no,4876,
10/21/05,B,Average,Bad,Low,Intermediate,no,no,4877,
10/24/05,D,Low,Exceptional,Low,Bad,yes,no,4878,
10/13/05,E,Average,Okay,Average,Okay,yes,yes,4879,
10/28/05,C,Low,Bad,High,Okay,no,no,4880,
10/22/05,B,Low,Bad,Average,Intermediate,no,no,4881,
10/20/05,C,Low,Bad,High,Great,no,no,4882,
10/3/05,A,High,Great,Average,Great,no,yes,4883,
10/20/05,D,High,Bad,Average,Great,no,no,4884,
10/10/05,D,Low,Bad,Average,Intermediate,no,no,4885,
10/23/05,C,High,Exceptional,High,Okay,yes,no,4886,
10/20/05,D,Low,Okay,Low,Great,yes,no,4887,
10/23/05,E,Low,Okay,Average,Exceptional,no,no,4888,
10/5/05,E,Low,Bad,High,Okay,no,no,4889,
10/10/05,D,Low,Great,High,Okay,no,no,4890,
10/5/05,E,Average,Exceptional,High,Great,no,no,4891,
10/20/05,A,Average,Okay,Average,Intermediate,yes,no,4892,
10/29/05,A,High,Great,Average,Exceptional,no,no,4893,
10/24/05,A,High,Okay,High,Great,yes,no,4894,
10/2/05,B,High,Bad,High,Okay,yes,no,4895,
10/10/05,B,Low,Okay,Average,Okay,no,yes,4896,
10/18/05,D,High,Intermediate,Average,Bad,no,no,4897,
10/1/05,C,Average,Great,Average,Exceptional,yes,no,4898,
10/25/05,B,Average,Bad,Average,Exceptional,yes,no,4899,
10/21/05,C,Average,Intermediate,Average,Okay,yes,no,4900,
10/25/05,C,Low,Exceptional,High,Intermediate,no,no,4901,
10/15/05,E,Average,Bad,Average,Great,yes,no,4902,
10/17/05,B,Low,Exceptional,High,Okay,no,no,4903,
10/22/05,D,Average,Intermediate,High,Great,no,no,4904,
10/28/05,C,High,Great,Average,Intermediate,no,no,4905,
10/22/05,B,High,Bad,High,Intermediate,yes,no,4906,
10/22/05,B,High,Bad,High,Okay,yes,no,4907,
10/17/05,A,Low,Intermediate,Low,Intermediate,yes,yes,4908,
10/25/05,D,Average,Great,High,Bad,no,no,4909,
10/10/05,B,High,Intermediate,Low,Bad,no,no,4910,
10/11/05,B,Low,Okay,High,Intermediate,no,no,4911,
10/14/05,B,Average,Exceptional,Average,Bad,yes,no,4912,
10/1/05,E,Average,Intermediate,High,Intermediate,no,yes,4913,
10/5/05,D,Low,Exceptional,Low,Exceptional,yes,yes,4914,
10/29/05,A,High,Okay,Low,Great,no,no,4915,
10/25/05,B,High,Exceptional,Low,Exceptional,no,yes,4916,
10/28/05,C,Low,Okay,Average,Exceptional,no,no,4917,
10/7/05,B,High,Intermediate,High,Great,yes,no,4918,
10/26/05,D,Average,Great,Average,Okay,yes,no,4919,
10/24/05,C,High,Okay,High,Intermediate,yes,no,4920,
10/11/05,A,High,Exceptional,Low,Great,no,no,4921,
10/29/05,E,Low,Exceptional,Average,Exceptional,no,yes,4922,
10/2/05,A,Low,Great,Low,Bad,yes,no,4923,
10/23/05,B,High,Intermediate,High,Intermediate,yes,yes,4924,
10/23/05,E,High,Bad,Average,Exceptional,no,no,4925,
10/8/05,A,Low,Bad,High,Exceptional,no,no,4926,
10/8/05,E,High,Great,Average,Great,no,yes,4927,
10/26/05,B,High,Exceptional,Low,Great,no,no,4928,
10/1/05,D,High,Bad,High,Exceptional,yes,no,4929,
10/9/05,D,Average,Okay,Low,Bad,no,no,4930,
10/23/05,D,High,Great,Average,Bad,no,no,4931,
10/9/05,E,Average,Exceptional,Average,Exceptional,yes,yes,4932,
10/28/05,B,Low,Great,Average,Okay,no,no,4933,
10/1/05,E,Average,Intermediate,Low,Bad,no,no,4934,
10/11/05,C,Average,Great,High,Okay,no,no,4935,
10/19/05,B,Low,Exceptional,High,Exceptional,no,yes,4936,
10/5/05,E,High,Intermediate,High,Bad,yes,no,4937,
10/13/05,D,Average,Bad,High,Exceptional,no,no,4938,
10/17/05,A,High,Bad,Low,Great,no,no,4939,
10/28/05,A,Low,Bad,Low,Exceptional,yes,no,4940,
10/1/05,E,High,Exceptional,High,Bad,yes,no,4941,
10/15/05,C,High,Okay,High,Intermediate,yes,no,4942,
10/8/05,B,Average,Great,Average,Okay,yes,no,4943,
10/4/05,D,High,Intermediate,Low,Exceptional,no,no,4944,
10/30/05,A,High,Great,Low,Intermediate,no,no,4945,
10/9/05,D,Low,Great,High,Great,no,yes,4946,
10/26/05,A,High,Intermediate,Low,Bad,no,no,4947,
10/30/05,A,Low,Exceptional,Average,Intermediate,no,no,4948,
10/26/05,C,Average,Great,Low,Okay,no,no,4949,
10/23/05,C,Average,Great,High,Intermediate,no,no,4950,
10/14/05,B,High,Bad,Average,Okay,no,no,4951,
10/24/05,B,Low,Exceptional,Average,Exceptional,no,yes,4952,
10/27/05,C,High,Okay,Low,Intermediate,no,no,4953,
10/16/05,A,High,Exceptional,High,Okay,yes,no,4954,
10/13/05,E,Average,Bad,Average,Bad,yes,yes,4955,
10/20/05,E,High,Great,High,Okay,yes,no,4956,
10/11/05,D,High,Intermediate,Low,Bad,no,no,4957,
10/17/05,C,Low,Great,Low,Exceptional,yes,no,4958,
10/18/05,B,Low,Great,Average,Bad,no,no,4959,
10/29/05,B,Average,Intermediate,High,Okay,no,no,4960,
10/29/05,D,High,Intermediate,High,Bad,yes,no,4961,
10/30/05,C,Average,Intermediate,Low,Bad,no,no,4962,
10/14/05,C,Low,Bad,Low,Great,yes,no,4963,
10/2/05,A,Average,Okay,Low,Great,no,no,4964,
10/3/05,C,High,Intermediate,Low,Bad,no,no,4965,
10/28/05,B,High,Okay,Low,Okay,no,yes,4966,
10/11/05,A,High,Okay,Average,Great,no,no,4967,
10/7/05,C,Average,Exceptional,Average,Okay,yes,no,4968,
10/8/05,B,Average,Intermediate,High,Bad,no,no,4969,
10/26/05,D,High,Bad,Low,Bad,no,yes,4970,
10/29/05,E,High,Bad,Low,Bad,no,yes,4971,
10/22/05,A,Low,Great,High,Great,no,yes,4972,
10/1/05,B,High,Okay,Low,Intermediate,no,no,4973,
10/24/05,C,Low,Exceptional,Low,Okay,yes,no,4974,
10/28/05,D,High,Bad,High,Exceptional,yes,no,4975,
10/2/05,E,High,Bad,Low,Okay,no,no,4976,
10/29/05,E,High,Intermediate,Low,Exceptional,no,no,4977,
10/17/05,E,Low,Great,High,Great,no,yes,4978,
10/18/05,E,Low,Great,Average,Exceptional,no,no,4979,
10/9/05,E,Low,Okay,High,Bad,no,no,4980,
10/18/05,B,Low,Great,Low,Intermediate,yes,no,4981,
10/7/05,D,High,Intermediate,Average,Bad,no,no,4982,
10/4/05,C,Average,Bad,Average,Exceptional,yes,no,4983,
10/5/05,A,Average,Intermediate,Low,Intermediate,no,yes,4984,
10/16/05,C,Average,Great,High,Bad,no,no,4985,
10/26/05,C,High,Intermediate,Average,Bad,no,no,4986,
10/17/05,D,Low,Bad,Average,Okay,no,no,4987,
10/7/05,B,High,Exceptional,Average,Intermediate,no,no,4988,
10/28/05,B,High,Bad,Average,Intermediate,no,no,4989,
10/14/05,B,Average,Intermediate,Average,Great,yes,no,4990,
10/28/05,C,Average,Okay,Low,Intermediate,no,no,4991,
10/1/05,E,Low,Great,Average,Intermediate,no,no,4992,
10/20/05,E,Average,Okay,High,Okay,no,yes,4993,
10/19/05,D,High,Bad,Low,Okay,no,no,4994,
10/20/05,E,Low,Intermediate,Low,Intermediate,yes,yes,4995,
10/2/05,B,High,Great,Average,Intermediate,no,no,4996,
10/30/05,C,Average,Bad,Average,Exceptional,yes,no,4997,
10/24/05,A,High,Exceptional,Average,Okay,no,no,4998,
10/30/05,D,Low,Bad,High,Bad,no,yes,4999,
10/22/05,B,Low,Intermediate,Low,Intermediate,yes,yes,5000,
10/1/05,E,Low,Okay,High,Exceptional,no,no,5001,
10/17/05,D,Average,Bad,Low,Exceptional,no,no,5002,
10/5/05,D,Low,Bad,Average,Okay,no,no,5003,
10/4/05,A,Low,Bad,Average,Great,no,no,5004,
10/12/05,D,Average,Great,Low,Okay,no,no,5005,
10/3/05,A,Low,Exceptional,High,Great,no,no,5006,
10/1/05,E,Average,Bad,Low,Great,no,no,5007,
10/15/05,A,Low,Intermediate,Low,Intermediate,yes,yes,5008,
10/23/05,C,High,Bad,Low,Exceptional,no,no,5009,
10/29/05,C,Average,Intermediate,Low,Exceptional,no,no,5010,
10/23/05,E,High,Great,Average,Great,no,yes,5011,
10/22/05,C,High,Great,Average,Intermediate,no,no,5012,
10/6/05,D,High,Great,Low,Exceptional,no,no,5013,
10/28/05,C,Low,Exceptional,High,Okay,no,no,5014,
10/19/05,B,High,Okay,Low,Exceptional,no,no,5015,
10/2/05,D,Average,Intermediate,Average,Okay,yes,no,5016,
10/23/05,A,Low,Bad,Low,Okay,yes,no,5017,
10/29/05,A,High,Intermediate,High,Okay,yes,no,5018,
10/22/05,B,High,Intermediate,High,Great,yes,no,5019,
10/25/05,E,Low,Intermediate,High,Intermediate,no,yes,5020,
10/14/05,C,Low,Intermediate,Average,Bad,no,no,5021,
10/12/05,E,Low,Exceptional,Average,Great,no,no,5022,
10/28/05,B,Average,Exceptional,High,Great,no,no,5023,
10/6/05,C,Low,Intermediate,High,Bad,no,no,5024,
10/20/05,A,High,Bad,Average,Exceptional,no,no,5025,
10/14/05,E,Low,Okay,Average,Bad,no,no,5026,
10/15/05,C,Low,Okay,Low,Exceptional,yes,no,5027,
10/26/05,B,Low,Intermediate,Average,Bad,no,no,5028,
10/22/05,C,Average,Bad,High,Okay,no,no,5029,
10/17/05,B,Low,Exceptional,Low,Bad,yes,no,5030,
10/8/05,D,Average,Bad,High,Great,no,no,5031,
10/11/05,C,Average,Bad,Low,Great,no,no,5032,
10/1/05,D,High,Bad,Average,Bad,no,yes,5033,
10/15/05,E,Average,Bad,Average,Bad,yes,yes,5034,
10/10/05,C,Average,Okay,High,Bad,no,no,5035,
10/13/05,D,High,Exceptional,Low,Bad,no,no,5036,
10/24/05,E,Average,Intermediate,Average,Intermediate,yes,yes,5037,
10/22/05,D,Low,Great,Average,Intermediate,no,no,5038,
10/21/05,B,High,Bad,Average,Intermediate,no,no,5039,
10/7/05,E,Low,Okay,Average,Exceptional,no,no,5040,
10/21/05,A,Average,Intermediate,Average,Intermediate,yes,yes,5041,
10/15/05,D,Average,Great,High,Exceptional,no,no,5042,
10/6/05,D,Average,Great,High,Great,no,yes,5043,
10/10/05,B,Low,Intermediate,High,Bad,no,no,5044,
10/14/05,B,Average,Bad,Low,Intermediate,no,no,5045,
10/28/05,E,Low,Exceptional,Average,Okay,no,no,5046,
10/16/05,D,High,Exceptional,Low,Intermediate,no,no,5047,
10/29/05,D,Average,Intermediate,Average,Exceptional,yes,no,5048,
10/27/05,D,Average,Great,Low,Bad,no,no,5049,
10/9/05,A,Average,Intermediate,High,Exceptional,no,no,5050,
10/17/05,E,Low,Okay,Low,Okay,yes,yes,5051,
10/13/05,A,Low,Intermediate,Low,Intermediate,yes,yes,5052,
10/25/05,E,Low,Bad,High,Intermediate,no,no,5053,
10/28/05,D,Low,Great,Low,Okay,yes,no,5054,
10/23/05,B,Low,Intermediate,Low,Exceptional,yes,no,5055,
10/27/05,B,Low,Great,Average,Okay,no,no,5056,
10/11/05,B,High,Bad,Average,Bad,no,yes,5057,
10/15/05,B,Average,Great,Average,Great,yes,yes,5058,
10/27/05,D,Low,Exceptional,Average,Bad,no,no,5059,
10/13/05,B,Average,Okay,Low,Bad,no,no,5060,
10/15/05,A,Low,Bad,High,Okay,no,no,5061,
10/22/05,D,Average,Exceptional,Low,Bad,no,no,5062,
10/23/05,B,Low,Bad,Average,Exceptional,no,no,5063,
10/22/05,C,Average,Great,Average,Exceptional,yes,no,5064,
10/7/05,D,High,Intermediate,Low,Okay,no,no,5065,
10/6/05,B,High,Intermediate,Low,Great,no,no,5066,
10/10/05,A,Low,Okay,Average,Okay,no,yes,5067,
10/13/05,C,Low,Okay,Average,Exceptional,no,no,5068,
10/7/05,C,Low,Okay,High,Great,no,no,5069,
10/15/05,D,Low,Intermediate,Low,Intermediate,yes,yes,5070,
10/4/05,B,Average,Okay,High,Bad,no,no,5071,
10/7/05,D,High,Great,Average,Intermediate,no,no,5072,
10/19/05,E,Average,Intermediate,Low,Exceptional,no,no,5073,
